ICD10,ICD10 String,old_PheCode,Phenotype,Excl. Phecodes,Excl. Phenotypes,sex,pregnancy_related,category,category_string,PheCode
F95.9,"Tic disorder, unspecified",313.2,Tics and stuttering,312-315.99,Developmental/behavioral disorders,Both,0.0,5.0,mental disorders,MB_305
F98.0,Nonorganic enuresis,313,Pervasive developmental disorders,312-315.99,Developmental/behavioral disorders,,0.0,5.0,mental disorders,GU_594
F98.3,Pica of infancy and childhood,305.2,Eating disorder,295-306.99,psychological disorders,Both,0.0,5.0,mental disorders,MB_293
G00,"Bacterial meningitis, not elsewhere classified",320,Meningitis,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM,,0.0,6.0,neurological,NS_320.1
G01,Meningitis in bacterial diseases classified elsewhere,320,Meningitis,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM,,0.0,6.0,neurological,NS_320.1
G04.2,"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified",320,Meningitis,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM,,0.0,6.0,neurological,NS_320
G05.1,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",323,Encephalitis,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM,,0.0,6.0,neurological,ID_089.2
G08,Intracranial and intraspinal phlebitis and thrombophlebitis,325,Phlebitis and thrombophlebitis of intracranial venous sinuses,320-326.9,INFLAMMATORY DISEASES OF THE CENTRAL NERVOUS SYSTEM,,0.0,6.0,neurological,CV_440.1
G11.9,"Hereditary ataxia, unspecified",334.1,Spinocerebellar disease,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,GE_972
G13.2,Systemic atrophy primarily affecting central nervous system in myxoedema,331,Other cerebral degenerations,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,EM_200.1
G23.0,Hallervorden-Spatz disease,333.8,Other degenerative diseases of the basal ganglia,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,GE_973
G24.3,Spasmodic torticollis,333.4,Torsion dystonia,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_324.31
G36.1,Acute and subacute haemorrhagic leukoencephalitis [Hurst],341,Other demyelinating diseases of central nervous system,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_321
G40.0,Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset,345.12,Partial epilepsy,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_330.1
G40.2,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,345.12,Partial epilepsy,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_330.1
G41.1,Petit mal status epilepticus,345.1,Epilepsy,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_330
G43.8,Other migraine,340,Migraine,339-340.99,Headache; including migraine,,0.0,6.0,neurological,NS_331
G46.3,Brain stem stroke syndrome,433,Cerebrovascular disease,430-438.99,CEREBROVASCULAR DISEASE,,0.0,8.0,circulatory system,CV_431.1
G46.5,Pure motor lacunar syndrome,433,Cerebrovascular disease,430-438.99,CEREBROVASCULAR DISEASE,,0.0,8.0,circulatory system,CV_431.1
G47.4,Narcolepsy and cataplexy,347,Cataplexy and narcolepsy,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_333
G50.0,Trigeminal neuralgia,352.1,Trigeminal nerve disorders [CN5],351-355.99,mononeuritis and nerve lesions,Both,0.0,6.0,neurological,NS_334.1
G51.4,Facial myokymia,352.2,Facial nerve disorders [CN7],351-355.99,mononeuritis and nerve lesions,Both,0.0,6.0,neurological,NS_334.2
G56.1,Other lesions of median nerve,351,Other peripheral nerve disorders,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,NS_336
G57,Mononeuropathies of lower limb,351,Other peripheral nerve disorders,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,NS_336
G57.6,Lesion of plantar nerve,351,Other peripheral nerve disorders,351-355.99,mononeuritis and nerve lesions,,0.0,6.0,neurological,NS_336
G60,Hereditary and idiopathic neuropathy,356,Hereditary and idiopathic peripheral neuropathy,356-359.99,Disorders of the peripheral nervous system,,0.0,6.0,neurological,GE_972
G70.8,Other specified myoneural disorders,358,Myoneural disorders,356-359.99,Disorders of the peripheral nervous system,,0.0,6.0,neurological,BI_181
G72.1,Alcoholic myopathy,359.2,Myopathy,356-359.99,Disorders of the peripheral nervous system,Both,0.0,6.0,neurological,NS_340
G72.3,Periodic paralysis,359.1,Muscular dystrophies,356-359.99,Disorders of the peripheral nervous system,Both,0.0,6.0,neurological,NS_339
G80,Cerebral palsy,343,Infantile cerebral palsy,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_341
G80.8,Other cerebral palsy,343,Infantile cerebral palsy,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_341
G82.1,Spastic paraplegia,344,Other paralytic syndromes,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_342
G82.5,"Tetraplegia, unspecified",344,Other paralytic syndromes,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,,0.0,6.0,neurological,NS_342
G91.1,Obstructive hydrocephalus,331.1,Hydrocephalus,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_344.1
G93.6,Cerebral oedema,348.2,Cerebral edema and compression of brain,"330-337.99, 341-349.99",hereditary/degenerative nervous conditions; other diseases of CNS,Both,0.0,6.0,neurological,NS_346
H01.1,Noninfectious dermatoses of eyelid,371.33,Noninfectious dermatoses of eyelid,369-374.99,infection/inflammation of eye,Both,0.0,7.0,sense organs,SO_360
H02.0,Entropion and trichiasis of eyelid,374.1,Ectropion or entropion,369-374.99,infection/inflammation of eye,Both,0.0,7.0,sense organs,SO_361
H04.2,Epiphora,375.2,Epiphora,375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_363
H05.4,Enophthalmos,376,Disorders of the orbit,375-379.99,other eye disorders,,0.0,7.0,sense organs,SO_365
H11.4,Other conjunctival vascular disorders and cysts,372,Disorders of conjunctiva,369-374.99,infection/inflammation of eye,,0.0,7.0,sense organs,SO_366
H19.2,Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere,360,Disorders of the globe,360-365.99,Degenerative disorders of the eye,,0.0,7.0,sense organs,SO_367
H19.2,Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere,379,Other disorders of eye,375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_367
H20,Iridocyclitis,371.1,"Uveitis, noninfectious or NOS",369-374.99,infection/inflammation of eye,Both,0.0,7.0,sense organs,SO_367.5
H20.9,"Iridocyclitis, unspecified",371.1,"Uveitis, noninfectious or NOS",369-374.99,infection/inflammation of eye,Both,0.0,7.0,sense organs,SO_367.5
H21.1,Other vascular disorders of iris and ciliary body,379.5,Disorders of iris and ciliary body,375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_370
H30.9,"Chorioretinal inflammation, unspecified",371.1,"Uveitis, noninfectious or NOS",369-374.99,infection/inflammation of eye,Both,0.0,7.0,sense organs,SO_367
H33.2,Serous retinal detachment,361,Retinal detachments and defects,360-365.99,Degenerative disorders of the eye,,0.0,7.0,sense organs,SO_374.1
H36.0,Diabetic retinopathy,250.7,Diabetic retinopathy,"250.70-250.79,360-365.99",diabetic retinopathy and degenerative disorders of the eye,Both,0.0,3.0,endocrine/metabolic,SO_374.4
H43.1,Vitreous haemorrhage,379.2,Disorders of vitreous body,375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_377
H47.2,Optic atrophy,377.1,Optic atrophy,375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_380
H49.2,Sixth [abducent] nerve palsy,378.5,Paralytic strabismus,375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_381
H49.3,Total (external) ophthalmoplegia,378.5,Paralytic strabismus,375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_381.1
H50.0,Convergent concomitant strabismus,378.1,Strabismus (not specified as paralytic),375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_381
H50.1,Divergent concomitant strabismus,378.1,Strabismus (not specified as paralytic),375-379.99,other eye disorders,Both,0.0,7.0,sense organs,SO_381
H51.0,Palsy of conjugate gaze,378,Strabismus and other disorders of binocular eye movements,375-379.99,other eye disorders,,0.0,7.0,sense organs,SO_382
H52.5,Disorders of accommodation,368.7,Disorders of accommodation,368-368.99,Visual disturbances/defects,Both,0.0,7.0,sense organs,SO_387
H53.5,Colour vision deficiencies,368.5,Color vision deficiencies,368-368.99,Visual disturbances/defects,Both,0.0,7.0,sense organs,SO_386
H53.6,Night blindness,368,Visual disturbances,368-368.99,Visual disturbances/defects,,0.0,7.0,sense organs,SO_386
H60.2,Malignant otitis externa,380.1,Otitis externa,380-380.99,disorders of external ear,Both,0.0,7.0,sense organs,SO_390
H61.2,Impacted cerumen,380.4,Impacted cerumen,380-380.99,disorders of external ear,Both,0.0,7.0,sense organs,SO_390
H62.0,Otitis externa in bacterial diseases classified elsewhere,380.1,Otitis externa,380-380.99,disorders of external ear,Both,0.0,7.0,sense organs,SO_390
H65,Nonsuppurative otitis media,381.1,Otitis media,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_391
H67,Otitis media in diseases classified elsewhere,381.11,Suppurative and unspecified otitis media,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_391
H68.1,Obstruction of Eustachian tube,381.2,Eustachian tube disorders,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_391.2
H69,Other disorders of Eustachian tube,381.2,Eustachian tube disorders,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_391
H69.9,"Eustachian tube disorder, unspecified",381.2,Eustachian tube disorders,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_391
H72.0,Central perforation of tympanic membrane,384.4,Perforation of tympanic membrane,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_391
H72.9,"Perforation of tympanic membrane, unspecified",384.4,Perforation of tympanic membrane,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_391
H74.0,Tympanosclerosis,385.5,Tympanosclerosis and middle ear disease related to otitis media,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_391
H74.2,Discontinuity and dislocation of ear ossicles,385.5,Tympanosclerosis and middle ear disease related to otitis media,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_391
H81.4,Vertigo of central origin,386.21,Central origin vertigo,386-386.99,conditions associated with dizziness or vertigo,Both,0.0,7.0,sense organs,SO_394.2
H90.3,"Sensorineural hearing loss, bilateral",389.1,Sensorineural hearing loss,387-389.99,Hearing loss and related disorders,Both,0.0,7.0,sense organs,SO_396.2
H90.8,"Mixed conductive and sensorineural hearing loss, unspecified",389,Hearing loss,387-389.99,Hearing loss and related disorders,,0.0,7.0,sense organs,SO_396
H92.0,Otalgia,382,Otalgia,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_392
H92.1,Otorrhoea,381.9,Otorrhea,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_392
H92.2,Otorrhagia,381.9,Otorrhea,381-385.99,otitis media and related conditions,Both,0.0,7.0,sense organs,SO_392
I01.0,Acute rheumatic pericarditis,420.21,Acute pericarditis,420-425.99,Other peri-; endo-; and myocarditis,Both,0.0,8.0,circulatory system,CV_410
I01.1,Acute rheumatic endocarditis,420.3,Endocarditis,420-425.99,Other peri-; endo-; and myocarditis,Both,0.0,8.0,circulatory system,CV_410
I01.9,"Acute rheumatic heart disease, unspecified",394.4,Acute rheumatic heart disease,394-399.99,heart valve disorders,Both,0.0,8.0,circulatory system,CV_400
I05,Rheumatic mitral valve diseases,394.2,Mitral valve disease,394-399.99,heart valve disorders,Both,0.0,8.0,circulatory system,CV_413
I06.1,Rheumatic aortic insufficiency,394.3,Aortic valve disease,394-399.99,heart valve disorders,Both,0.0,8.0,circulatory system,CV_413.2
I07.8,Other tricuspid valve diseases,394.7,Disease of tricuspid valve,394-399.99,heart valve disorders,Both,0.0,8.0,circulatory system,CV_413
I08.1,Disorders of both mitral and tricuspid valves,394.2,Mitral valve disease,394-399.99,heart valve disorders,Both,0.0,8.0,circulatory system,CV_413.1
I08.2,Disorders of both aortic and tricuspid valves,394.7,Disease of tricuspid valve,394-399.99,heart valve disorders,Both,0.0,8.0,circulatory system,CV_413.2
I09.1,"Rheumatic diseases of endocardium, valve unspecified",394,Rheumatic disease of the heart valves,394-399.99,heart valve disorders,,0.0,8.0,circulatory system,CV_400
I09.9,"Rheumatic heart disease, unspecified",394.4,Acute rheumatic heart disease,394-399.99,heart valve disorders,Both,0.0,8.0,circulatory system,CV_400
I11,Hypertensive heart disease,401.21,Hypertensive heart disease,401-405.99,HYPERTENSIVE DISEASE,Both,0.0,8.0,circulatory system,CV_401
I21.4,Acute subendocardial myocardial infarction,411.2,Myocardial infarction,410-414.99,ISCHEMIC HEART DISEASE,Both,0.0,8.0,circulatory system,CV_404.1
I28.0,Arteriovenous fistula of pulmonary vessels,415,Pulmonary heart disease,415-417.99,DISEASES OF PULMONARY CIRCULATION,,0.0,8.0,circulatory system,CV_441.1
I28.1,Aneurysm of pulmonary artery,415,Pulmonary heart disease,415-417.99,DISEASES OF PULMONARY CIRCULATION,,0.0,8.0,circulatory system,CV_438
I31.0,Chronic adhesive pericarditis,420.22,Chronic pericarditis,420-425.99,Other peri-; endo-; and myocarditis,Both,0.0,8.0,circulatory system,CV_410
I31.3,Pericardial effusion (noninflammatory),420.2,Pericarditis,420-425.99,Other peri-; endo-; and myocarditis,Both,0.0,8.0,circulatory system,CV_411
I33,Acute and subacute endocarditis,420.3,Endocarditis,420-425.99,Other peri-; endo-; and myocarditis,Both,0.0,8.0,circulatory system,CV_410
I36.1,Nonrheumatic tricuspid (valve) insufficiency,395.3,Nonrheumatic tricuspid valve disorders,394-399.99,heart valve disorders,Both,0.0,8.0,circulatory system,CV_413.3
I42.3,Endomyocardial (eosinophilic) disease,425.1,Primary/intrinsic cardiomyopathies,420-425.99,Other peri-; endo-; and myocarditis,Both,0.0,8.0,circulatory system,CV_414
I44.7,"Left bundle-branch block, unspecified",426.32,Left bundle branch block,426-427.99,cardiac conduction disorders,Both,0.0,8.0,circulatory system,CV_416.4
I45.3,Trifascicular block,426.3,Bundle branch block,426-427.99,cardiac conduction disorders,Both,0.0,8.0,circulatory system,CV_416
I45.6,Pre-excitation syndrome,426.4,Anomalous atrioventricular excitation,426-427.99,cardiac conduction disorders,Both,0.0,8.0,circulatory system,CV_416
I49.2,Junctional premature depolarization,427.11,Paroxysmal supraventricular tachycardia,426-427.99,cardiac conduction disorders,Both,0.0,8.0,circulatory system,CV_416
I49.5,Sick sinus syndrome,427.8,Sinoatrial node dysfunction (Bradycardia),426-427.99,cardiac conduction disorders,Both,0.0,8.0,circulatory system,CV_416.7
I60.1,Subarachnoid haemorrhage from middle cerebral artery,430.1,Subarachnoid hemorrhage,430-438.99,CEREBROVASCULAR DISEASE,Both,0.0,8.0,circulatory system,CV_431.1
I60.5,Subarachnoid haemorrhage from vertebral artery,430.1,Subarachnoid hemorrhage,430-438.99,CEREBROVASCULAR DISEASE,Both,0.0,8.0,circulatory system,CV_431.1
I61.6,"Intracerebral haemorrhage, multiple localized",430.2,Intracerebral hemorrhage,430-438.99,CEREBROVASCULAR DISEASE,Both,0.0,8.0,circulatory system,CV_431.1
I63.0,Cerebral infarction due to thrombosis of precerebral arteries,433.21,"Cerebral artery occlusion, with cerebral infarction",430-438.99,CEREBROVASCULAR DISEASE,Both,0.0,8.0,circulatory system,CV_440.2
I66.0,Occlusion and stenosis of middle cerebral artery,433.2,Occlusion of cerebral arteries,430-438.99,CEREBROVASCULAR DISEASE,Both,0.0,8.0,circulatory system,CV_433
I66.2,Occlusion and stenosis of posterior cerebral artery,433.2,Occlusion of cerebral arteries,430-438.99,CEREBROVASCULAR DISEASE,Both,0.0,8.0,circulatory system,CV_433
I66.8,Occlusion and stenosis of other cerebral artery,433.2,Occlusion of cerebral arteries,430-438.99,CEREBROVASCULAR DISEASE,Both,0.0,8.0,circulatory system,CV_433
I67.2,Cerebral atherosclerosis,433.12,Cerebral atherosclerosis,430-438.99,CEREBROVASCULAR DISEASE,Both,0.0,8.0,circulatory system,CV_436
I67.7,"Cerebral arteritis, not elsewhere classified",433,Cerebrovascular disease,430-438.99,CEREBROVASCULAR DISEASE,,0.0,8.0,circulatory system,MS_704
